image,level
ISIC_0000341,0
ISIC_0000342,0
ISIC_0000344,0
ISIC_0000345,0
ISIC_0000346,0
ISIC_0000347,0
ISIC_0000348,0
ISIC_0000349,0
ISIC_0000350,0
ISIC_0000351,0
ISIC_0000352,0
ISIC_0000353,0
ISIC_0000355,0
ISIC_0000358,0
ISIC_0000359,0
ISIC_0000360,0
ISIC_0000361,0
ISIC_0000363,0
ISIC_0000364,0
ISIC_0000365,0
ISIC_0000366,0
ISIC_0000367,0
ISIC_0000369,0
ISIC_0000370,0
ISIC_0000372,0
ISIC_0000374,0
ISIC_0000376,0
ISIC_0000379,0
ISIC_0000381,0
ISIC_0000382,0
ISIC_0000383,0
ISIC_0000384,0
ISIC_0000385,0
ISIC_0000386,0
ISIC_0000387,0
ISIC_0000390,1
ISIC_0000391,0
ISIC_0000395,1
ISIC_0000396,0
ISIC_0000397,0
ISIC_0000403,0
ISIC_0000408,0
ISIC_0000409,0
ISIC_0000410,1
ISIC_0000412,1
ISIC_0000413,1
ISIC_0000415,1
ISIC_0000416,0
ISIC_0000419,0
ISIC_0000421,0
ISIC_0000423,0
ISIC_0000425,0
ISIC_0000426,0
ISIC_0000427,0
ISIC_0000431,0
ISIC_0000434,1
ISIC_0000436,0
ISIC_0000439,0
ISIC_0000442,0
ISIC_0000443,0
ISIC_0000444,1
ISIC_0000445,1
ISIC_0000447,0
ISIC_0000451,0
ISIC_0000452,0
ISIC_0000453,0
ISIC_0000454,0
ISIC_0000455,0
ISIC_0000457,0
ISIC_0000458,0
ISIC_0000460,0
ISIC_0000461,0
ISIC_0000463,1
ISIC_0000465,0
ISIC_0000467,0
ISIC_0000468,0
ISIC_0000469,1
ISIC_0000471,0
ISIC_0000473,0
ISIC_0000474,0
ISIC_0000475,0
ISIC_0000477,0
ISIC_0000478,0
ISIC_0000480,0
ISIC_0000481,0
ISIC_0000483,0
ISIC_0000485,0
ISIC_0000486,0
ISIC_0000488,0
ISIC_0000489,0
ISIC_0000491,0
ISIC_0000492,0
ISIC_0000493,0
ISIC_0000495,0
ISIC_0000496,0
ISIC_0000498,0
ISIC_0000500,0
ISIC_0000503,0
ISIC_0000504,0
ISIC_0000505,0
ISIC_0000506,0
ISIC_0000507,0
ISIC_0000511,0
ISIC_0000513,1
ISIC_0000514,0
ISIC_0000516,1
ISIC_0000517,1
ISIC_0000519,1
ISIC_0000520,1
ISIC_0000521,1
ISIC_0000522,1
ISIC_0000523,0
ISIC_0000524,0
ISIC_0000528,0
ISIC_0000529,0
ISIC_0000530,0
ISIC_0000531,1
ISIC_0000532,0
ISIC_0000535,0
ISIC_0000536,0
ISIC_0000538,0
ISIC_0000541,0
ISIC_0000542,0
ISIC_0000543,0
ISIC_0000544,0
ISIC_0000545,0
ISIC_0000546,0
ISIC_0000548,1
ISIC_0000551,1
ISIC_0000552,1
ISIC_0000554,1
ISIC_0000555,1
ISIC_0000556,0
ISIC_0000882,0
ISIC_0000900,0
ISIC_0000999,0
ISIC_0001102,1
ISIC_0001105,1
ISIC_0001106,1
ISIC_0001118,1
ISIC_0001119,1
ISIC_0001126,1
ISIC_0001133,1
ISIC_0001134,1
ISIC_0001140,1
ISIC_0001148,1
ISIC_0001152,1
ISIC_0001163,0
ISIC_0001184,0
ISIC_0001187,0
ISIC_0001188,0
ISIC_0001191,0
ISIC_0001212,0
ISIC_0001213,0
ISIC_0001216,0
ISIC_0001247,0
ISIC_0001254,0
ISIC_0001262,0
ISIC_0001267,0
ISIC_0001275,0
ISIC_0001286,0
ISIC_0001292,0
ISIC_0001296,0
ISIC_0001306,0
ISIC_0001367,0
ISIC_0001372,0
ISIC_0001374,0
ISIC_0001385,0
ISIC_0001423,0
ISIC_0001442,0
ISIC_0001449,0
ISIC_0001742,0
ISIC_0002093,0
ISIC_0002206,0
ISIC_0002251,0
ISIC_0002287,0
ISIC_0002353,0
ISIC_0002374,0
ISIC_0002438,0
ISIC_0002439,0
ISIC_0002453,0
ISIC_0002459,0
ISIC_0002469,0
ISIC_0002476,0
ISIC_0002488,0
ISIC_0002489,0
ISIC_0002616,0
ISIC_0002647,0
ISIC_0002780,0
ISIC_0002806,0
ISIC_0002836,0
ISIC_0002879,0
ISIC_0002885,0
ISIC_0002948,0
ISIC_0002975,0
ISIC_0002976,0
ISIC_0003005,0
ISIC_0003051,0
ISIC_0003174,0
ISIC_0003308,0
ISIC_0003346,0
ISIC_0004110,0
ISIC_0004166,0
ISIC_0004168,0
ISIC_0004309,0
ISIC_0004715,0
ISIC_0004985,0
ISIC_0005187,0
ISIC_0005247,0
ISIC_0005548,0
ISIC_0005555,0
ISIC_0005564,0
ISIC_0005620,0
ISIC_0005639,0
ISIC_0005666,0
ISIC_0005787,0
ISIC_0006021,0
ISIC_0006114,0
ISIC_0006326,0
ISIC_0006350,0
ISIC_0006612,0
ISIC_0006776,0
ISIC_0006795,0
ISIC_0006800,0
ISIC_0006940,0
ISIC_0006982,0
ISIC_0007038,0
ISIC_0007087,0
ISIC_0007475,0
ISIC_0007557,0
ISIC_0007760,0
ISIC_0007788,0
ISIC_0008029,0
ISIC_0008145,0
ISIC_0008236,0
ISIC_0008256,0
ISIC_0008280,0
ISIC_0008294,0
ISIC_0008347,0
ISIC_0008396,0
ISIC_0008403,0
ISIC_0008524,0
ISIC_0008528,0
ISIC_0008541,0
ISIC_0008552,0
ISIC_0008785,0
ISIC_0008807,0
ISIC_0008879,0
ISIC_0008913,0
ISIC_0008993,0
ISIC_0009160,0
ISIC_0009165,0
ISIC_0009188,0
ISIC_0009252,0
ISIC_0009297,0
ISIC_0009344,0
ISIC_0009430,0
ISIC_0009504,0
ISIC_0009505,0
ISIC_0009533,0
ISIC_0009583,0
ISIC_0009599,0
ISIC_0009758,0
ISIC_0009800,0
ISIC_0009860,0
ISIC_0009868,1
ISIC_0009870,0
ISIC_0009871,0
ISIC_0009873,0
ISIC_0009875,0
ISIC_0009877,0
ISIC_0009883,0
ISIC_0009884,0
ISIC_0009888,0
ISIC_0009893,0
ISIC_0009895,0
ISIC_0009896,0
ISIC_0009897,1
ISIC_0009899,0
ISIC_0009900,0
ISIC_0009904,0
ISIC_0009905,1
ISIC_0009909,0
ISIC_0009910,1
ISIC_0009911,0
ISIC_0009912,0
ISIC_0009914,0
ISIC_0009915,0
ISIC_0009917,0
ISIC_0009919,0
ISIC_0009921,0
ISIC_0009925,0
ISIC_0009929,0
ISIC_0009932,0
ISIC_0009933,0
ISIC_0009934,1
ISIC_0009935,0
ISIC_0009936,0
ISIC_0009937,0
ISIC_0009938,0
ISIC_0009939,0
ISIC_0009940,0
ISIC_0009941,0
ISIC_0009942,0
ISIC_0009944,0
ISIC_0009947,0
ISIC_0009949,0
ISIC_0009950,1
ISIC_0009951,0
ISIC_0009953,0
ISIC_0009960,1
ISIC_0009961,0
ISIC_0009962,0
ISIC_0009963,0
ISIC_0009964,0
ISIC_0009966,0
ISIC_0009967,0
ISIC_0009968,0
ISIC_0009969,0
ISIC_0009971,1
ISIC_0009972,0
ISIC_0009973,0
ISIC_0009974,0
ISIC_0009975,0
ISIC_0009976,0
ISIC_0009978,0
ISIC_0009979,0
ISIC_0009981,0
ISIC_0009983,0
ISIC_0009986,0
ISIC_0009987,0
ISIC_0009991,0
ISIC_0009995,0
ISIC_0010000,1
ISIC_0010001,1
ISIC_0010002,0
ISIC_0010003,0
ISIC_0010005,0
ISIC_0010006,0
ISIC_0010010,0
ISIC_0010014,0
ISIC_0010015,0
ISIC_0010017,0
ISIC_0010019,0
ISIC_0010021,0
ISIC_0010022,0
ISIC_0010024,1
ISIC_0010025,0
ISIC_0010029,1
ISIC_0010032,0
ISIC_0010035,0
ISIC_0010036,1
ISIC_0010040,0
ISIC_0010042,0
ISIC_0010043,0
ISIC_0010044,0
ISIC_0010046,0
ISIC_0010051,0
ISIC_0010052,0
ISIC_0010053,0
ISIC_0010054,1
ISIC_0010056,1
ISIC_0010057,0
ISIC_0010060,0
ISIC_0010063,0
ISIC_0010064,0
ISIC_0010065,0
ISIC_0010066,0
ISIC_0010067,1
ISIC_0010068,0
ISIC_0010069,0
ISIC_0010070,0
ISIC_0010071,0
ISIC_0010074,0
ISIC_0010075,0
ISIC_0010078,0
ISIC_0010079,0
ISIC_0010080,1
ISIC_0010081,1
ISIC_0010083,0
ISIC_0010086,0
ISIC_0010087,0
ISIC_0010090,0
ISIC_0010091,0
ISIC_0010093,0
ISIC_0010094,0
ISIC_0010101,0
ISIC_0010102,0
ISIC_0010104,0
ISIC_0010105,0
ISIC_0010168,0
ISIC_0010169,0
ISIC_0010170,0
ISIC_0010174,1
ISIC_0010176,0
ISIC_0010177,0
ISIC_0010178,0
ISIC_0010182,0
ISIC_0010184,0
ISIC_0010185,0
ISIC_0010186,0
ISIC_0010189,1
ISIC_0010191,0
ISIC_0010194,1
ISIC_0010203,0
ISIC_0010204,0
ISIC_0010205,0
ISIC_0010212,0
ISIC_0010213,0
ISIC_0010218,0
ISIC_0010219,0
ISIC_0010220,0
ISIC_0010222,0
ISIC_0010223,0
ISIC_0010225,1
ISIC_0010226,0
ISIC_0010227,0
ISIC_0010228,0
ISIC_0010230,0
ISIC_0010232,0
ISIC_0010233,0
ISIC_0010235,1
ISIC_0010236,0
ISIC_0010237,0
ISIC_0010239,0
ISIC_0010240,1
ISIC_0010241,1
ISIC_0010242,1
ISIC_0010244,0
ISIC_0010246,0
ISIC_0010247,0
ISIC_0010248,0
ISIC_0010249,0
ISIC_0010251,1
ISIC_0010252,0
ISIC_0010256,0
ISIC_0010262,0
ISIC_0010263,0
ISIC_0010264,0
ISIC_0010265,1
ISIC_0010266,1
ISIC_0010267,1
ISIC_0010317,0
ISIC_0010318,0
ISIC_0010319,1
ISIC_0010320,0
ISIC_0010321,1
ISIC_0010322,1
ISIC_0010323,0
ISIC_0010324,0
ISIC_0010325,0
ISIC_0010327,0
ISIC_0010329,1
ISIC_0010330,0
ISIC_0010332,0
ISIC_0010333,0
ISIC_0010334,0
ISIC_0010335,0
ISIC_0010337,0
ISIC_0010339,0
ISIC_0010341,0
ISIC_0010342,0
ISIC_0010344,0
ISIC_0010349,1
ISIC_0010350,1
ISIC_0010351,0
ISIC_0010352,0
ISIC_0010356,0
ISIC_0010357,0
ISIC_0010358,1
ISIC_0010361,0
ISIC_0010362,0
ISIC_0010364,1
ISIC_0010365,0
ISIC_0010367,0
ISIC_0010370,0
ISIC_0010371,0
ISIC_0010372,1
ISIC_0010380,1
ISIC_0010382,0
ISIC_0010435,0
ISIC_0010436,0
ISIC_0010438,0
ISIC_0010439,0
ISIC_0010440,0
ISIC_0010441,1
ISIC_0010442,0
ISIC_0010443,0
ISIC_0010445,0
ISIC_0010447,0
ISIC_0010450,0
ISIC_0010455,0
ISIC_0010457,0
ISIC_0010458,0
ISIC_0010459,0
ISIC_0010461,0
ISIC_0010462,0
ISIC_0010464,0
ISIC_0010465,0
ISIC_0010466,1
ISIC_0010467,0
ISIC_0010468,1
ISIC_0010471,0
ISIC_0010472,0
ISIC_0010473,0
ISIC_0010475,0
ISIC_0010476,1
ISIC_0010479,0
ISIC_0010480,0
ISIC_0010481,0
ISIC_0010487,0
ISIC_0010488,0
ISIC_0010490,0
ISIC_0010491,0
ISIC_0010492,0
ISIC_0010493,0
ISIC_0010495,1
ISIC_0010496,0
ISIC_0010497,0
ISIC_0010554,0
ISIC_0010557,0
ISIC_0010558,0
ISIC_0010562,0
ISIC_0010566,0
ISIC_0010567,0
ISIC_0010568,0
ISIC_0010569,0
ISIC_0010570,0
ISIC_0010571,0
ISIC_0010572,0
ISIC_0010573,0
ISIC_0010575,0
ISIC_0010576,1
ISIC_0010577,0
ISIC_0010581,0
ISIC_0010585,0
ISIC_0010586,0
ISIC_0010589,0
ISIC_0010590,0
ISIC_0010593,0
ISIC_0010594,0
ISIC_0010595,0
ISIC_0010602,0
ISIC_0010603,0
ISIC_0010605,0
ISIC_0010844,0
ISIC_0010848,0
ISIC_0010849,0
ISIC_0010850,0
ISIC_0010851,0
ISIC_0010852,1
ISIC_0010853,0
ISIC_0010857,0
ISIC_0010858,0
ISIC_0010860,1
ISIC_0010861,0
ISIC_0010862,1
ISIC_0010864,0
ISIC_0011079,0
ISIC_0011082,0
ISIC_0011084,0
ISIC_0011085,0
ISIC_0011088,0
ISIC_0011095,1
ISIC_0011097,0
ISIC_0011099,1
ISIC_0011100,0
ISIC_0011102,0
ISIC_0011105,0
ISIC_0011109,0
ISIC_0011114,0
ISIC_0011115,0
ISIC_0011116,0
ISIC_0011117,0
ISIC_0011118,1
ISIC_0011119,0
ISIC_0011120,0
ISIC_0011121,1
ISIC_0011123,0
ISIC_0011124,0
ISIC_0011125,1
ISIC_0011126,1
ISIC_0011127,0
ISIC_0011128,1
ISIC_0011130,1
ISIC_0011131,0
ISIC_0011135,1
ISIC_0011136,1
ISIC_0011137,1
ISIC_0011139,1
ISIC_0011140,1
ISIC_0011141,1
ISIC_0011144,0
ISIC_0011145,0
ISIC_0011146,0
ISIC_0011156,0
ISIC_0011157,0
ISIC_0011158,1
ISIC_0011159,0
ISIC_0011161,1
ISIC_0011163,1
ISIC_0011164,0
ISIC_0011165,0
ISIC_0011166,1
ISIC_0011169,1
ISIC_0011170,0
ISIC_0011173,0
ISIC_0011199,0
ISIC_0011200,0
ISIC_0011202,0
ISIC_0011203,0
ISIC_0011207,0
ISIC_0011208,0
ISIC_0011210,1
ISIC_0011211,0
ISIC_0011212,0
ISIC_0011214,0
ISIC_0011215,0
ISIC_0011217,0
ISIC_0011218,0
ISIC_0011220,0
ISIC_0011223,0
ISIC_0011225,0
ISIC_0011226,0
ISIC_0011228,0
ISIC_0011229,0
ISIC_0011230,0
ISIC_0011295,1
ISIC_0011296,0
ISIC_0011297,0
ISIC_0011299,0
ISIC_0011301,0
ISIC_0011303,0
ISIC_0011304,0
ISIC_0011306,0
ISIC_0011315,1
ISIC_0011317,0
ISIC_0011322,0
ISIC_0011323,0
ISIC_0011324,0
ISIC_0011326,0
ISIC_0011327,0
ISIC_0011328,0
ISIC_0011329,1
ISIC_0011330,0
ISIC_0011331,0
ISIC_0011332,0
ISIC_0011334,1
ISIC_0011339,0
ISIC_0011341,0
ISIC_0011343,0
ISIC_0011345,0
ISIC_0011346,0
ISIC_0011347,0
ISIC_0011348,1
ISIC_0011350,1
ISIC_0011352,0
ISIC_0011353,0
ISIC_0011354,0
ISIC_0011356,1
ISIC_0011357,0
ISIC_0011358,0
ISIC_0011360,0
ISIC_0011361,0
ISIC_0011362,0
ISIC_0011366,1
ISIC_0011372,0
ISIC_0011373,0
ISIC_0011378,0
ISIC_0011380,0
ISIC_0011382,0
ISIC_0011383,0
ISIC_0011385,0
ISIC_0011387,1
ISIC_0011390,1
ISIC_0011393,0
ISIC_0011397,0
ISIC_0011398,0
ISIC_0011400,0
ISIC_0011402,0
ISIC_0000003,0
ISIC_0000012,0
ISIC_0000013,1
ISIC_0000014,0
ISIC_0000015,0
ISIC_0000020,0
ISIC_0000022,1
ISIC_0000023,0
ISIC_0000027,0
ISIC_0000036,1
ISIC_0000037,0
ISIC_0000040,1
ISIC_0000043,1
ISIC_0000052,0
ISIC_0000053,0
ISIC_0000056,1
ISIC_0000057,0
ISIC_0000064,0
ISIC_0000066,0
ISIC_0000069,0
ISIC_0000071,0
ISIC_0000072,0
ISIC_0000088,0
ISIC_0000092,0
ISIC_0000098,0
ISIC_0000099,0
ISIC_0000101,0
ISIC_0000107,0
ISIC_0000111,0
ISIC_0000113,0
ISIC_0000115,0
ISIC_0000117,0
ISIC_0000125,0
ISIC_0000126,0
ISIC_0000129,0
ISIC_0000132,0
ISIC_0000136,0
ISIC_0000138,0
ISIC_0000141,1
ISIC_0000149,1
ISIC_0000160,1
ISIC_0000161,1
ISIC_0000164,1
ISIC_0000165,1
ISIC_0000169,1
ISIC_0000172,1
ISIC_0000174,1
ISIC_0000177,0
ISIC_0000188,0
ISIC_0000195,0
ISIC_0000196,0
ISIC_0000197,0
ISIC_0000198,0
ISIC_0000200,0
ISIC_0000201,0
ISIC_0000202,0
ISIC_0000212,0
ISIC_0000213,0
ISIC_0000222,0
ISIC_0000226,0
ISIC_0000227,0
ISIC_0000228,0
ISIC_0000230,0
ISIC_0000231,0
ISIC_0000233,0
ISIC_0000234,0
ISIC_0000246,0
ISIC_0000253,0
ISIC_0000254,0
ISIC_0000257,0
ISIC_0000258,0
ISIC_0000271,0
ISIC_0000279,1
ISIC_0000287,1
ISIC_0000289,1
ISIC_0000298,1
ISIC_0000299,1
ISIC_0000302,1
ISIC_0000306,1
ISIC_0000310,1
ISIC_0000311,1
ISIC_0000319,0
ISIC_0000320,0
ISIC_0000325,0
ISIC_0000327,0
ISIC_0000328,0
ISIC_0000340,0
ISIC_0000343,0
ISIC_0000354,0
ISIC_0000357,0
ISIC_0000368,0
ISIC_0000371,0
ISIC_0000377,0
ISIC_0000378,0
ISIC_0000380,0
ISIC_0000388,0
ISIC_0000392,0
ISIC_0000393,1
ISIC_0000407,0
ISIC_0000418,0
ISIC_0000420,1
ISIC_0000433,0
ISIC_0000448,0
ISIC_0000449,0
ISIC_0000456,0
ISIC_0000466,1
ISIC_0000470,0
ISIC_0000476,0
ISIC_0000479,0
ISIC_0000482,1
ISIC_0000484,1
ISIC_0000487,1
ISIC_0000490,0
ISIC_0000494,0
ISIC_0000499,0
ISIC_0000501,0
ISIC_0000508,0
ISIC_0000509,0
ISIC_0000510,0
ISIC_0000515,0
ISIC_0000518,1
ISIC_0000525,0
ISIC_0000527,0
ISIC_0000533,1
ISIC_0000534,0
ISIC_0000537,0
ISIC_0000539,0
ISIC_0000540,0
ISIC_0000547,1
ISIC_0000549,1
ISIC_0000550,1
ISIC_0001100,1
ISIC_0001103,1
ISIC_0001128,1
ISIC_0001131,1
ISIC_0001142,1
ISIC_0001181,0
ISIC_0001185,0
ISIC_0001186,0
ISIC_0001190,0
ISIC_0001204,0
ISIC_0001242,0
ISIC_0001299,0
ISIC_0001427,0
ISIC_0001484,0
ISIC_0001685,0
ISIC_0001960,0
ISIC_0002107,0
ISIC_0002246,0
ISIC_0002673,0
ISIC_0002829,0
ISIC_0002871,0
ISIC_0003056,0
ISIC_0003559,0
ISIC_0003728,0
ISIC_0004115,0
ISIC_0004346,0
ISIC_0005000,0
ISIC_0006193,0
ISIC_0006711,0
ISIC_0007322,0
ISIC_0007693,0
ISIC_0008116,0
ISIC_0008207,0
ISIC_0008406,0
ISIC_0008507,0
ISIC_0008600,0
ISIC_0008626,0
ISIC_0008659,0
ISIC_0008992,0
ISIC_0008998,0
ISIC_0009035,0
ISIC_0009078,0
ISIC_0009083,0
ISIC_0009201,0
ISIC_0009298,0
ISIC_0009564,0
ISIC_0009869,0
ISIC_0009872,0
ISIC_0009874,0
ISIC_0009879,0
ISIC_0009880,0
ISIC_0009881,0
ISIC_0009882,1
ISIC_0009885,0
ISIC_0009889,0
ISIC_0009891,0
ISIC_0009898,1
ISIC_0009901,0
ISIC_0009902,0
ISIC_0009906,0
ISIC_0009918,1
ISIC_0009920,0
ISIC_0009923,0
ISIC_0009926,0
ISIC_0009927,1
ISIC_0009928,0
ISIC_0009930,0
ISIC_0009931,0
ISIC_0009943,0
ISIC_0009945,0
ISIC_0009946,0
ISIC_0009948,0
ISIC_0009954,0
ISIC_0009955,1
ISIC_0009956,0
ISIC_0009958,0
ISIC_0009959,1
ISIC_0009965,0
ISIC_0009970,0
ISIC_0009977,0
ISIC_0009980,0
ISIC_0009982,0
ISIC_0009988,0
ISIC_0009990,0
ISIC_0009992,1
ISIC_0009993,1
ISIC_0009994,0
ISIC_0009998,0
ISIC_0010004,0
ISIC_0010009,0
ISIC_0010011,1
ISIC_0010013,0
ISIC_0010016,1
ISIC_0010018,0
ISIC_0010020,0
ISIC_0010023,1
ISIC_0010028,0
ISIC_0010033,0
ISIC_0010034,1
ISIC_0010037,0
ISIC_0010038,0
ISIC_0010041,0
ISIC_0010047,0
ISIC_0010055,0
ISIC_0010058,0
ISIC_0010059,0
ISIC_0010061,0
ISIC_0010062,0
ISIC_0010073,0
ISIC_0010077,0
ISIC_0010088,0
ISIC_0010089,1
ISIC_0010092,0
ISIC_0010100,0
ISIC_0010103,0
ISIC_0010171,1
ISIC_0010173,0
ISIC_0010175,1
ISIC_0010180,0
ISIC_0010183,0
ISIC_0010187,0
ISIC_0010190,0
ISIC_0010192,0
ISIC_0010193,0
ISIC_0010201,0
ISIC_0010202,0
ISIC_0010206,0
ISIC_0010207,1
ISIC_0010215,0
ISIC_0010216,0
ISIC_0010229,0
ISIC_0010231,1
ISIC_0010234,0
ISIC_0010238,0
ISIC_0010254,0
ISIC_0010255,0
ISIC_0010257,0
ISIC_0010261,0
ISIC_0010326,0
ISIC_0010331,0
ISIC_0010336,0
ISIC_0010340,0
ISIC_0010346,0
ISIC_0010347,0
ISIC_0010348,0
ISIC_0010360,1
ISIC_0010368,0
ISIC_0010369,1
ISIC_0010373,0
ISIC_0010374,0
ISIC_0010377,0
ISIC_0010378,0
ISIC_0010379,1
ISIC_0010437,0
ISIC_0010444,0
ISIC_0010448,0
ISIC_0010449,0
ISIC_0010451,0
ISIC_0010452,0
ISIC_0010454,1
ISIC_0010456,0
ISIC_0010460,0
ISIC_0010463,0
ISIC_0010474,0
ISIC_0010477,0
ISIC_0010483,0
ISIC_0010494,0
ISIC_0010498,0
ISIC_0010552,0
ISIC_0010553,0
ISIC_0010556,0
ISIC_0010565,0
ISIC_0010574,0
ISIC_0010582,0
ISIC_0010584,0
ISIC_0010587,1
ISIC_0010588,0
ISIC_0010591,1
ISIC_0010592,0
ISIC_0010596,1
ISIC_0010597,1
ISIC_0010598,0
ISIC_0010599,0
ISIC_0010604,0
ISIC_0010606,0
ISIC_0010607,0
ISIC_0010846,0
ISIC_0010847,0
ISIC_0010854,0
ISIC_0010856,0
ISIC_0010863,1
ISIC_0011080,0
ISIC_0011081,0
ISIC_0011083,0
ISIC_0011089,0
ISIC_0011090,0
ISIC_0011092,0
ISIC_0011098,0
ISIC_0011101,0
ISIC_0011104,0
ISIC_0011107,0
ISIC_0011110,0
ISIC_0011112,1
ISIC_0011122,1
ISIC_0011129,0
ISIC_0011132,1
ISIC_0011143,0
ISIC_0011148,0
ISIC_0011149,0
ISIC_0011150,0
ISIC_0011151,1
ISIC_0011152,0
ISIC_0011155,0
ISIC_0011162,0
ISIC_0011167,0
ISIC_0011168,0
ISIC_0011171,0
ISIC_0011172,0
ISIC_0011175,0
ISIC_0011176,1
ISIC_0011177,0
ISIC_0011204,0
ISIC_0011205,0
ISIC_0011213,0
ISIC_0011219,0
ISIC_0011224,0
ISIC_0011227,0
ISIC_0011292,0
ISIC_0011294,0
ISIC_0011298,0
ISIC_0011300,0
ISIC_0011305,1
ISIC_0011310,0
ISIC_0011319,0
ISIC_0011321,0
ISIC_0011325,0
ISIC_0011333,0
ISIC_0011336,0
ISIC_0011338,0
ISIC_0011344,1
ISIC_0011349,1
